Age,Age_Group,Attrition,Attrition_Flag,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Income_Group,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,Experience_Group,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age Group2,Income Band,Tenure Group,Promotion Status,Experience Group
26,Young,Yes,1,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,1053,1,Male,57,3,1,Research Scientist,1,Married,2042,Low,15346,6,Y,Yes,14,3,2,80,1,6,Junior Level,2,3,3,2,1,2,25-34,< $3k,2-3 yrs,1-2 yrs since promotion,6-10 yrs
34,Mid-Career,No,0,Travel_Rarely,1333,Sales,10,4,Life Sciences,1,1055,3,Female,87,3,1,Sales Representative,3,Married,2220,Low,18410,1,Y,Yes,19,3,4,80,1,1,Entry Level,2,3,1,1,0,0,25-34,< $3k,0-1 yrs,Promoted this year,0-2 yrs
28,Young,No,0,Travel_Rarely,1144,Sales,10,1,Medical,1,1056,4,Male,74,3,1,Sales Representative,2,Married,1052,Low,23384,1,Y,No,22,4,2,80,0,1,Entry Level,5,3,1,0,0,0,25-34,< $3k,0-1 yrs,Promoted this year,0-2 yrs
38,Mid-Career,No,0,Travel_Frequently,1186,Research & Development,3,4,Other,1,1060,3,Male,44,3,1,Research Scientist,3,Married,2821,Low,2997,3,Y,No,16,3,1,80,1,8,Junior Level,2,3,2,2,2,2,35-44,< $3k,2-3 yrs,1-2 yrs since promotion,6-10 yrs
50,Senior,No,0,Travel_Rarely,1464,Research & Development,2,4,Medical,1,1061,2,Male,62,3,5,Research Director,3,Married,19237,High,12853,2,Y,Yes,11,3,4,80,1,29,Senior Level,2,2,8,1,7,7,45-54,$15k+,6-10 yrs,5+ yrs since promotion,20+ yrs
37,Mid-Career,No,0,Travel_Rarely,124,Research & Development,3,3,Other,1,1062,4,Female,35,3,2,Healthcare Representative,2,Single,4107,Low,13848,3,Y,No,15,3,1,80,0,8,Junior Level,3,2,4,3,0,1,35-44,$3k-$6k,4-5 yrs,Promoted this year,6-10 yrs
40,Senior,No,0,Travel_Rarely,300,Sales,26,3,Marketing,1,1066,3,Male,74,3,2,Sales Executive,1,Married,8396,Medium,22217,1,Y,No,14,3,2,80,1,8,Junior Level,3,2,7,7,7,5,35-44,$6k-$10k,6-10 yrs,5+ yrs since promotion,6-10 yrs
26,Young,No,0,Travel_Frequently,921,Research & Development,1,1,Medical,1,1068,1,Female,66,2,1,Research Scientist,3,Divorced,2007,Low,25265,1,Y,No,13,3,3,80,2,5,Entry Level,5,3,5,3,1,3,25-34,< $3k,4-5 yrs,1-2 yrs since promotion,3-5 yrs
46,Senior,No,0,Travel_Rarely,430,Research & Development,1,4,Medical,1,1069,4,Male,40,3,5,Research Director,4,Divorced,19627,High,21445,9,Y,No,17,3,4,80,2,23,Senior Level,0,3,2,2,2,2,45-54,$15k+,2-3 yrs,1-2 yrs since promotion,20+ yrs
54,Senior,No,0,Travel_Rarely,1082,Sales,2,4,Life Sciences,1,1070,3,Female,41,2,3,Sales Executive,3,Married,10686,Medium,8392,6,Y,No,11,3,2,80,1,13,Mid Level,4,3,9,4,7,0,45-54,$10k-$15k,6-10 yrs,5+ yrs since promotion,11-20 yrs
56,Senior,No,0,Travel_Frequently,1240,Research & Development,9,3,Medical,1,1071,1,Female,63,3,1,Research Scientist,3,Married,2942,Low,12154,2,Y,No,19,3,2,80,1,18,Mid Level,4,3,5,4,0,3,55+,< $3k,4-5 yrs,Promoted this year,11-20 yrs
36,Mid-Career,No,0,Travel_Rarely,796,Research & Development,12,5,Medical,1,1073,4,Female,51,2,3,Manufacturing Director,4,Single,8858,Medium,15669,0,Y,No,11,3,2,80,0,15,Mid Level,2,2,14,8,7,8,35-44,$6k-$10k,10+ yrs,5+ yrs since promotion,11-20 yrs
55,Senior,No,0,Non-Travel,444,Research & Development,2,1,Medical,1,1074,3,Male,40,2,4,Manager,1,Single,16756,High,17323,7,Y,No,15,3,2,80,0,31,Senior Level,3,4,9,7,6,2,55+,$15k+,6-10 yrs,5+ yrs since promotion,20+ yrs
43,Senior,No,0,Travel_Rarely,415,Sales,25,3,Medical,1,1076,3,Male,79,2,3,Sales Executive,4,Divorced,10798,Medium,5268,5,Y,No,13,3,3,80,1,18,Mid Level,5,3,1,0,0,0,35-44,$10k-$15k,0-1 yrs,Promoted this year,11-20 yrs
20,Young,Yes,1,Travel_Frequently,769,Sales,9,3,Marketing,1,1077,4,Female,54,3,1,Sales Representative,4,Single,2323,Low,17205,1,Y,Yes,14,3,2,80,0,2,Entry Level,3,3,2,2,0,2,Under 25,< $3k,2-3 yrs,Promoted this year,0-2 yrs
21,Young,Yes,1,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,1,1079,3,Female,36,2,1,Laboratory Technician,1,Single,1416,Low,17258,1,Y,No,13,3,1,80,0,1,Entry Level,6,2,1,0,1,0,Under 25,< $3k,0-1 yrs,1-2 yrs since promotion,0-2 yrs
46,Senior,No,0,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1,1080,4,Female,74,2,2,Research Scientist,1,Divorced,4615,Low,21029,8,Y,Yes,23,4,1,80,3,19,Mid Level,2,3,16,13,1,7,45-54,$3k-$6k,10+ yrs,1-2 yrs since promotion,11-20 yrs
51,Senior,Yes,1,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,1081,1,Male,34,3,1,Research Scientist,3,Married,2461,Low,10332,9,Y,Yes,12,3,3,80,3,18,Mid Level,2,4,10,0,2,7,45-54,< $3k,6-10 yrs,1-2 yrs since promotion,11-20 yrs
28,Young,Yes,1,Non-Travel,1366,Research & Development,24,2,Technical Degree,1,1082,2,Male,72,2,3,Healthcare Representative,1,Single,8722,Medium,12355,1,Y,No,12,3,1,80,0,10,Junior Level,2,2,10,7,1,9,25-34,$6k-$10k,6-10 yrs,1-2 yrs since promotion,6-10 yrs
26,Young,No,0,Travel_Rarely,192,Research & Development,1,2,Medical,1,1083,1,Male,59,2,1,Laboratory Technician,1,Married,3955,Low,11141,1,Y,No,16,3,1,80,2,6,Junior Level,2,3,5,3,1,3,25-34,$3k-$6k,4-5 yrs,1-2 yrs since promotion,6-10 yrs
30,Mid-Career,No,0,Travel_Rarely,1176,Research & Development,20,3,Other,1,1084,3,Male,85,3,2,Manufacturing Director,1,Married,9957,Medium,9096,0,Y,No,15,3,3,80,1,7,Junior Level,1,2,6,2,0,2,25-34,$6k-$10k,6-10 yrs,Promoted this year,6-10 yrs
41,Senior,No,0,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1,1085,2,Female,43,4,1,Research Scientist,3,Married,3376,Low,18863,1,Y,No,13,3,3,80,0,10,Junior Level,3,3,10,6,0,8,35-44,$3k-$6k,6-10 yrs,Promoted this year,6-10 yrs
38,Mid-Career,No,0,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1,1088,3,Female,65,2,3,Healthcare Representative,3,Married,8823,Medium,24608,0,Y,No,18,3,1,80,1,20,Mid Level,4,2,19,9,1,9,35-44,$6k-$10k,10+ yrs,1-2 yrs since promotion,11-20 yrs
40,Senior,No,0,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,1092,1,Male,61,3,3,Healthcare Representative,4,Married,10322,Medium,26542,4,Y,No,20,4,4,80,1,14,Mid Level,6,3,11,10,11,1,35-44,$10k-$15k,10+ yrs,5+ yrs since promotion,11-20 yrs
27,Young,No,0,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,1094,1,Male,87,1,1,Laboratory Technician,3,Married,4621,Low,5869,1,Y,No,19,3,4,80,3,3,Entry Level,4,3,3,2,1,2,25-34,$3k-$6k,2-3 yrs,1-2 yrs since promotion,3-5 yrs
55,Senior,No,0,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1,1096,4,Male,65,3,3,Manufacturing Director,2,Married,10976,Medium,15813,3,Y,No,18,3,2,80,1,23,Senior Level,4,3,3,2,1,2,55+,$10k-$15k,2-3 yrs,1-2 yrs since promotion,20+ yrs
28,Young,No,0,Travel_Rarely,857,Research & Development,10,3,Other,1,1097,3,Female,59,3,2,Research Scientist,3,Single,3660,Low,7909,3,Y,No,13,3,4,80,0,10,Junior Level,4,4,8,7,1,7,25-34,$3k-$6k,6-10 yrs,1-2 yrs since promotion,6-10 yrs
44,Senior,Yes,1,Travel_Rarely,1376,Human Resources,1,2,Medical,1,1098,2,Male,91,2,3,Human Resources,1,Married,10482,Medium,2326,9,Y,No,14,3,4,80,1,24,Senior Level,1,3,20,6,3,6,35-44,$10k-$15k,10+ yrs,3-5 yrs since promotion,20+ yrs
33,Mid-Career,No,0,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1,1099,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119,Low,21214,4,Y,No,15,3,3,80,1,9,Junior Level,2,3,3,2,1,2,25-34,$6k-$10k,2-3 yrs,1-2 yrs since promotion,6-10 yrs
35,Mid-Career,Yes,1,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,1100,4,Male,86,3,3,Sales Executive,1,Single,9582,Medium,10333,0,Y,Yes,22,4,1,80,0,9,Junior Level,2,3,8,7,4,7,35-44,$6k-$10k,6-10 yrs,3-5 yrs since promotion,6-10 yrs
33,Mid-Career,Yes,1,Travel_Frequently,827,Research & Development,29,4,Medical,1,1101,1,Female,54,2,2,Research Scientist,3,Single,4508,Low,3129,1,Y,No,22,4,2,80,0,14,Mid Level,4,3,13,7,3,8,25-34,$3k-$6k,10+ yrs,3-5 yrs since promotion,11-20 yrs
28,Young,No,0,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,1102,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,Low,22482,1,Y,No,16,3,4,80,1,4,Entry Level,5,2,4,2,2,2,25-34,< $3k,4-5 yrs,1-2 yrs since promotion,3-5 yrs
34,Mid-Career,No,0,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,1103,1,Male,45,3,2,Healthcare Representative,4,Single,7756,Medium,22266,0,Y,No,17,3,3,80,0,7,Junior Level,1,2,6,2,0,4,25-34,$6k-$10k,6-10 yrs,Promoted this year,6-10 yrs
37,Mid-Career,No,0,Travel_Rarely,309,Sales,10,4,Life Sciences,1,1105,4,Female,88,2,2,Sales Executive,4,Divorced,6694,Low,24223,2,Y,Yes,14,3,3,80,3,8,Junior Level,5,3,1,0,0,0,35-44,$6k-$10k,0-1 yrs,Promoted this year,6-10 yrs
25,Young,Yes,1,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1,1106,4,Male,32,3,1,Laboratory Technician,4,Married,3691,Low,4605,1,Y,Yes,15,3,2,80,1,7,Junior Level,3,4,7,7,5,6,25-34,$3k-$6k,6-10 yrs,3-5 yrs since promotion,6-10 yrs
26,Young,Yes,1,Travel_Rarely,1330,Research & Development,21,3,Medical,1,1107,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377,Low,19373,1,Y,No,20,4,3,80,1,1,Entry Level,0,2,1,1,0,0,25-34,< $3k,0-1 yrs,Promoted this year,0-2 yrs
33,Mid-Career,Yes,1,Travel_Rarely,1017,Research & Development,25,3,Medical,1,1108,1,Male,55,2,1,Research Scientist,2,Single,2313,Low,2993,4,Y,Yes,20,4,2,80,0,5,Entry Level,0,3,2,2,2,2,25-34,< $3k,2-3 yrs,1-2 yrs since promotion,3-5 yrs
42,Senior,No,0,Travel_Rarely,469,Research & Development,2,2,Medical,1,1109,4,Male,35,3,4,Manager,1,Married,17665,High,14399,0,Y,No,17,3,4,80,1,23,Senior Level,3,3,22,6,13,7,35-44,$15k+,10+ yrs,5+ yrs since promotion,20+ yrs
28,Young,Yes,1,Travel_Frequently,1009,Research & Development,1,3,Medical,1,1111,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,Low,7160,1,Y,No,15,3,1,80,2,1,Entry Level,2,3,1,0,0,0,25-34,< $3k,0-1 yrs,Promoted this year,0-2 yrs
50,Senior,Yes,1,Travel_Frequently,959,Sales,1,4,Other,1,1113,4,Male,81,3,2,Sales Executive,3,Single,4728,Low,17251,3,Y,Yes,14,3,4,80,0,5,Entry Level,4,3,0,0,0,0,45-54,$3k-$6k,0-1 yrs,Promoted this year,3-5 yrs
33,Mid-Career,No,0,Travel_Frequently,970,Sales,7,3,Life Sciences,1,1114,4,Female,30,3,2,Sales Executive,2,Married,4302,Low,13401,0,Y,No,17,3,3,80,1,4,Entry Level,3,3,3,2,0,2,25-34,$3k-$6k,2-3 yrs,Promoted this year,3-5 yrs
34,Mid-Career,No,0,Non-Travel,697,Research & Development,3,4,Life Sciences,1,1115,3,Male,40,2,1,Research Scientist,4,Married,2979,Low,22478,3,Y,No,17,3,4,80,3,6,Junior Level,2,3,0,0,0,0,25-34,< $3k,0-1 yrs,Promoted this year,6-10 yrs
48,Senior,No,0,Non-Travel,1262,Research & Development,1,4,Medical,1,1116,1,Male,35,4,4,Manager,4,Single,16885,High,16154,2,Y,No,22,4,3,80,0,27,Senior Level,3,2,5,4,2,1,45-54,$15k+,4-5 yrs,1-2 yrs since promotion,20+ yrs
45,Senior,No,0,Non-Travel,1050,Sales,9,4,Life Sciences,1,1117,2,Female,65,2,2,Sales Executive,3,Married,5593,Low,17970,1,Y,No,13,3,4,80,1,15,Mid Level,2,3,15,10,4,12,45-54,$3k-$6k,10+ yrs,3-5 yrs since promotion,11-20 yrs
52,Senior,No,0,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1,1118,2,Male,87,3,3,Healthcare Representative,2,Single,10445,Medium,15322,7,Y,No,19,3,4,80,0,18,Mid Level,4,3,8,6,4,0,45-54,$10k-$15k,6-10 yrs,3-5 yrs since promotion,11-20 yrs
38,Mid-Career,No,0,Travel_Rarely,770,Sales,10,4,Marketing,1,1119,3,Male,73,2,3,Sales Executive,3,Divorced,8740,Medium,5569,0,Y,Yes,14,3,2,80,2,9,Junior Level,2,3,8,7,2,7,35-44,$6k-$10k,6-10 yrs,1-2 yrs since promotion,6-10 yrs
29,Young,No,0,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,1120,3,Female,93,3,1,Research Scientist,4,Divorced,2514,Low,26968,4,Y,No,22,4,1,80,1,11,Mid Level,1,3,7,5,1,7,25-34,< $3k,6-10 yrs,1-2 yrs since promotion,11-20 yrs
28,Young,No,0,Travel_Rarely,950,Research & Development,3,3,Medical,1,1121,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,Medium,8039,0,Y,No,17,3,2,80,3,10,Junior Level,3,2,9,7,1,7,25-34,$6k-$10k,6-10 yrs,1-2 yrs since promotion,6-10 yrs
46,Senior,No,0,Travel_Rarely,406,Sales,3,1,Marketing,1,1124,1,Male,52,3,4,Manager,3,Married,17465,High,15596,3,Y,No,12,3,4,80,1,23,Senior Level,3,3,12,9,4,9,45-54,$15k+,10+ yrs,3-5 yrs since promotion,20+ yrs
38,Mid-Career,No,0,Travel_Rarely,130,Sales,2,2,Marketing,1,1125,4,Male,32,3,3,Sales Executive,2,Single,7351,Medium,20619,7,Y,No,16,3,3,80,0,10,Junior Level,2,3,1,0,0,0,35-44,$6k-$10k,0-1 yrs,Promoted this year,6-10 yrs
43,Senior,No,0,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1,1126,3,Female,83,3,3,Manufacturing Director,1,Married,10820,Medium,11535,8,Y,No,11,3,3,80,1,18,Mid Level,1,3,8,7,0,1,35-44,$10k-$15k,6-10 yrs,Promoted this year,11-20 yrs
39,Mid-Career,Yes,1,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,1127,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,Medium,13547,7,Y,No,11,3,4,80,3,21,Senior Level,4,3,18,7,11,5,35-44,$10k-$15k,10+ yrs,5+ yrs since promotion,20+ yrs
40,Senior,No,0,Travel_Rarely,1308,Research & Development,14,3,Medical,1,1128,3,Male,44,2,5,Research Director,3,Single,19626,High,17544,1,Y,No,14,3,1,80,0,21,Senior Level,2,4,20,7,4,9,35-44,$15k+,10+ yrs,3-5 yrs since promotion,20+ yrs
21,Young,No,0,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1,1131,4,Female,70,2,1,Research Scientist,2,Single,2070,Low,25326,1,Y,Yes,11,3,3,80,0,2,Entry Level,6,4,2,2,2,2,Under 25,< $3k,2-3 yrs,1-2 yrs since promotion,0-2 yrs
39,Mid-Career,No,0,Non-Travel,439,Research & Development,9,3,Life Sciences,1,1132,3,Male,70,3,2,Laboratory Technician,2,Single,6782,Low,8770,9,Y,No,15,3,3,80,0,9,Junior Level,2,2,5,4,0,3,35-44,$6k-$10k,4-5 yrs,Promoted this year,6-10 yrs
36,Mid-Career,No,0,Non-Travel,217,Research & Development,18,4,Life Sciences,1,1133,1,Male,78,3,2,Manufacturing Director,4,Single,7779,Medium,23238,2,Y,No,20,4,1,80,0,18,Mid Level,0,3,11,9,0,9,35-44,$6k-$10k,10+ yrs,Promoted this year,11-20 yrs
31,Mid-Career,No,0,Travel_Frequently,793,Sales,20,3,Life Sciences,1,1135,3,Male,67,4,1,Sales Representative,4,Married,2791,Low,21981,0,Y,No,12,3,1,80,1,3,Entry Level,4,3,2,2,2,2,25-34,< $3k,2-3 yrs,1-2 yrs since promotion,3-5 yrs
28,Young,No,0,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,1136,1,Male,67,2,1,Research Scientist,2,Married,3201,Low,19911,0,Y,No,17,3,1,80,0,6,Junior Level,2,1,5,3,0,4,25-34,$3k-$6k,4-5 yrs,Promoted this year,6-10 yrs
35,Mid-Career,No,0,Travel_Frequently,1182,Sales,11,2,Marketing,1,1137,4,Male,54,3,2,Sales Executive,4,Divorced,4968,Low,18500,1,Y,No,11,3,4,80,1,5,Entry Level,3,3,5,2,0,2,35-44,$3k-$6k,4-5 yrs,Promoted this year,3-5 yrs
49,Senior,No,0,Travel_Rarely,174,Sales,8,4,Technical Degree,1,1138,4,Male,56,2,4,Sales Executive,2,Married,13120,Medium,11879,6,Y,No,17,3,2,80,1,22,Senior Level,3,3,9,8,2,3,45-54,$10k-$15k,6-10 yrs,1-2 yrs since promotion,20+ yrs
34,Mid-Career,No,0,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1,1140,4,Male,95,3,2,Manufacturing Director,3,Single,4033,Low,15834,2,Y,No,11,3,4,80,0,5,Entry Level,3,2,3,2,0,2,25-34,$3k-$6k,2-3 yrs,Promoted this year,3-5 yrs
29,Young,No,0,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1,1143,4,Female,61,3,1,Research Scientist,2,Divorced,3291,Low,17940,0,Y,No,14,3,4,80,2,8,Junior Level,2,2,7,5,1,1,25-34,$3k-$6k,6-10 yrs,1-2 yrs since promotion,6-10 yrs
42,Senior,No,0,Travel_Rarely,188,Research & Development,29,3,Medical,1,1148,2,Male,56,1,2,Laboratory Technician,4,Single,4272,Low,9558,4,Y,No,19,3,1,80,0,16,Mid Level,3,3,1,0,0,0,35-44,$3k-$6k,0-1 yrs,Promoted this year,11-20 yrs
29,Young,No,0,Travel_Rarely,718,Research & Development,8,1,Medical,1,1150,2,Male,79,2,2,Manufacturing Director,4,Married,5056,Low,17689,1,Y,Yes,15,3,3,80,1,10,Junior Level,2,2,10,7,1,2,25-34,$3k-$6k,6-10 yrs,1-2 yrs since promotion,6-10 yrs
38,Mid-Career,No,0,Travel_Rarely,433,Human Resources,1,3,Human Resources,1,1152,3,Male,37,4,1,Human Resources,3,Married,2844,Low,6004,1,Y,No,13,3,4,80,1,7,Junior Level,2,4,7,6,5,0,35-44,< $3k,6-10 yrs,3-5 yrs since promotion,6-10 yrs
28,Young,No,0,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1,1154,3,Male,39,2,1,Research Scientist,3,Divorced,2703,Low,22088,1,Y,Yes,14,3,4,80,1,3,Entry Level,2,3,3,1,0,2,25-34,< $3k,2-3 yrs,Promoted this year,3-5 yrs
18,Young,Yes,1,Non-Travel,247,Research & Development,8,1,Medical,1,1156,3,Male,80,3,1,Laboratory Technician,3,Single,1904,Low,13556,1,Y,No,12,3,4,80,0,0,Entry Level,0,3,0,0,0,0,Under 25,< $3k,0-1 yrs,Promoted this year,0-2 yrs
33,Mid-Career,Yes,1,Travel_Rarely,603,Sales,9,4,Marketing,1,1157,1,Female,77,3,2,Sales Executive,1,Single,8224,Medium,18385,0,Y,Yes,17,3,1,80,0,6,Junior Level,3,3,5,2,0,3,25-34,$6k-$10k,4-5 yrs,Promoted this year,6-10 yrs
41,Senior,No,0,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1,1158,2,Male,46,3,1,Laboratory Technician,4,Married,4766,Low,9051,3,Y,Yes,11,3,1,80,1,6,Junior Level,4,3,1,0,0,0,35-44,$3k-$6k,0-1 yrs,Promoted this year,6-10 yrs
31,Mid-Career,Yes,1,Travel_Frequently,874,Research & Development,15,3,Medical,1,1160,3,Male,72,3,1,Laboratory Technician,3,Married,2610,Low,6233,1,Y,No,12,3,3,80,1,2,Entry Level,5,2,2,2,2,2,25-34,< $3k,2-3 yrs,1-2 yrs since promotion,0-2 yrs
37,Mid-Career,No,0,Travel_Rarely,367,Research & Development,25,2,Medical,1,1161,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,Low,17171,7,Y,No,13,3,3,80,2,9,Junior Level,2,3,6,2,1,3,35-44,$3k-$6k,6-10 yrs,1-2 yrs since promotion,6-10 yrs
27,Young,No,0,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1,1162,4,Male,55,2,1,Research Scientist,3,Married,2539,Low,7950,1,Y,No,13,3,3,80,1,4,Entry Level,0,3,4,2,2,2,25-34,< $3k,4-5 yrs,1-2 yrs since promotion,3-5 yrs
34,Mid-Career,No,0,Travel_Rarely,1400,Sales,9,1,Life Sciences,1,1163,2,Female,70,3,2,Sales Executive,3,Married,5714,Low,5829,1,Y,No,20,4,1,80,0,6,Junior Level,3,2,6,5,1,3,25-34,$3k-$6k,6-10 yrs,1-2 yrs since promotion,6-10 yrs
35,Mid-Career,No,0,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1,1164,3,Male,100,3,1,Human Resources,3,Single,4323,Low,7108,1,Y,No,17,3,2,80,0,6,Junior Level,2,1,5,4,1,4,35-44,$3k-$6k,4-5 yrs,1-2 yrs since promotion,6-10 yrs
29,Young,Yes,1,Travel_Rarely,408,Sales,23,1,Life Sciences,1,1165,4,Female,45,2,3,Sales Executive,1,Married,7336,Medium,11162,1,Y,No,13,3,1,80,1,11,Mid Level,3,1,11,8,3,10,25-34,$6k-$10k,10+ yrs,3-5 yrs since promotion,11-20 yrs
40,Senior,No,0,Travel_Frequently,593,Research & Development,9,4,Medical,1,1166,2,Female,88,3,3,Research Director,3,Single,13499,Medium,13782,9,Y,No,17,3,3,80,0,20,Mid Level,3,2,18,7,2,13,35-44,$10k-$15k,10+ yrs,1-2 yrs since promotion,11-20 yrs
42,Senior,Yes,1,Travel_Frequently,481,Sales,12,3,Life Sciences,1,1167,3,Male,44,3,4,Sales Executive,1,Single,13758,High,2447,0,Y,Yes,12,3,2,80,0,22,Senior Level,2,2,21,9,13,14,35-44,$10k-$15k,10+ yrs,5+ yrs since promotion,20+ yrs
42,Senior,No,0,Travel_Rarely,647,Sales,4,4,Marketing,1,1171,2,Male,45,3,2,Sales Executive,1,Single,5155,Low,2253,7,Y,No,13,3,4,80,0,9,Junior Level,3,4,6,4,1,5,35-44,$3k-$6k,6-10 yrs,1-2 yrs since promotion,6-10 yrs
35,Mid-Career,No,0,Travel_Rarely,982,Research & Development,1,4,Medical,1,1172,4,Male,58,2,1,Laboratory Technician,3,Married,2258,Low,16340,6,Y,No,12,3,2,80,1,10,Junior Level,2,3,8,0,1,7,35-44,< $3k,6-10 yrs,1-2 yrs since promotion,6-10 yrs
24,Young,No,0,Travel_Rarely,477,Research & Development,24,3,Medical,1,1173,4,Male,49,3,1,Laboratory Technician,2,Single,3597,Low,6409,8,Y,No,22,4,4,80,0,6,Junior Level,2,3,4,3,1,2,Under 25,$3k-$6k,4-5 yrs,1-2 yrs since promotion,6-10 yrs
28,Young,Yes,1,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1,1175,3,Female,79,3,1,Laboratory Technician,4,Married,2515,Low,22955,1,Y,Yes,11,3,4,80,0,1,Entry Level,4,2,1,1,0,0,25-34,< $3k,0-1 yrs,Promoted this year,0-2 yrs
26,Young,No,0,Travel_Rarely,1384,Research & Development,3,4,Medical,1,1177,1,Male,82,4,1,Laboratory Technician,4,Married,4420,Low,13421,1,Y,No,22,4,2,80,1,8,Junior Level,2,3,8,7,0,7,25-34,$3k-$6k,6-10 yrs,Promoted this year,6-10 yrs
30,Mid-Career,No,0,Travel_Rarely,852,Sales,10,3,Marketing,1,1179,3,Male,72,2,2,Sales Executive,3,Married,6578,Low,2706,1,Y,No,18,3,1,80,1,10,Junior Level,3,3,10,3,1,4,25-34,$6k-$10k,6-10 yrs,1-2 yrs since promotion,6-10 yrs
40,Senior,No,0,Travel_Frequently,902,Research & Development,26,2,Medical,1,1180,3,Female,92,2,2,Research Scientist,4,Married,4422,Low,21203,3,Y,Yes,13,3,4,80,1,16,Mid Level,3,1,1,1,0,0,35-44,$3k-$6k,0-1 yrs,Promoted this year,11-20 yrs
35,Mid-Career,No,0,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1,1182,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,Medium,19588,2,Y,No,18,3,2,80,1,15,Mid Level,2,4,7,7,6,4,35-44,$10k-$15k,6-10 yrs,5+ yrs since promotion,11-20 yrs
34,Mid-Career,No,0,Travel_Frequently,669,Research & Development,1,3,Medical,1,1184,4,Male,97,2,2,Healthcare Representative,1,Single,5343,Low,25755,0,Y,No,20,4,3,80,0,14,Mid Level,3,3,13,9,4,9,25-34,$3k-$6k,10+ yrs,3-5 yrs since promotion,11-20 yrs
35,Mid-Career,No,0,Travel_Frequently,636,Research & Development,4,4,Other,1,1185,4,Male,47,2,1,Laboratory Technician,4,Married,2376,Low,26537,1,Y,No,13,3,2,80,1,2,Entry Level,2,4,2,2,2,2,35-44,< $3k,2-3 yrs,1-2 yrs since promotion,0-2 yrs
43,Senior,Yes,1,Travel_Rarely,1372,Sales,9,3,Marketing,1,1188,1,Female,85,1,2,Sales Executive,3,Single,5346,Low,9489,8,Y,No,13,3,2,80,0,7,Junior Level,2,2,4,3,1,3,35-44,$3k-$6k,4-5 yrs,1-2 yrs since promotion,6-10 yrs
32,Mid-Career,No,0,Non-Travel,862,Sales,2,1,Life Sciences,1,1190,3,Female,76,3,1,Sales Representative,1,Divorced,2827,Low,14947,1,Y,No,12,3,3,80,3,1,Entry Level,3,3,1,0,0,0,25-34,< $3k,0-1 yrs,Promoted this year,0-2 yrs
56,Senior,No,0,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1,1191,4,Female,92,3,5,Manager,1,Divorced,19943,High,18575,4,Y,No,13,3,4,80,1,28,Senior Level,2,3,5,2,4,2,55+,$15k+,4-5 yrs,3-5 yrs since promotion,20+ yrs
29,Young,No,0,Travel_Rarely,1401,Research & Development,6,1,Medical,1,1192,2,Female,54,3,1,Laboratory Technician,4,Married,3131,Low,26342,1,Y,No,13,3,1,80,1,10,Junior Level,5,3,10,8,0,8,25-34,$3k-$6k,6-10 yrs,Promoted this year,6-10 yrs
